NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,zip code tabulation area
ZCTA5 93526,580,1,0,0,0,5,0,0,0,0,5,1,28,22,15,20,162,8,37,86,52,66,60,5,7,93526
ZCTA5 93527,1393,19,0,0,0,0,0,0,0,0,0,14,0,0,0,44,331,77,135,256,115,300,102,0,0,93527
ZCTA5 93528,86,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,0,0,13,93528
ZCTA5 93529,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,33,0,19,14,50,0,26,93529
ZCTA5 93530,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,93530
ZCTA5 93531,412,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,21,21,14,107,72,68,76,26,0,93531
ZCTA5 93532,2160,26,0,0,0,0,0,6,0,18,0,67,3,7,4,71,437,72,210,508,208,380,124,6,13,93532
ZCTA5 93534,27284,911,0,0,0,44,71,0,39,401,54,369,417,415,829,1885,7679,918,1679,4995,2308,2370,1578,77,245,93534
ZCTA5 93535,47661,2588,0,12,43,115,341,195,183,1485,39,1071,630,624,1341,1793,13080,1516,3864,7069,4443,4955,1831,296,147,93535
ZCTA5 93536,49289,1235,0,0,0,115,90,56,212,472,87,359,920,727,1003,2043,11165,1804,4019,7763,4302,7659,4350,452,456,93536
ZCTA5 93541,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,45,29,32,310,150,0,0,93541
ZCTA5 93543,7873,410,0,0,0,38,63,49,78,198,45,240,45,253,420,283,2504,302,810,921,495,573,139,7,0,93543
ZCTA5 93544,803,24,0,0,0,10,0,0,0,10,0,0,0,0,32,9,245,15,29,124,133,96,76,0,0,93544
ZCTA5 93545,1069,0,0,0,0,0,0,0,0,19,2,3,6,2,24,3,362,69,145,182,83,135,24,6,4,93545
ZCTA5 93546,7112,45,0,0,0,0,93,0,16,61,0,0,211,0,92,270,1230,62,512,1638,800,1296,392,293,101,93546
ZCTA5 93549,203,23,0,0,0,0,0,0,0,0,0,0,0,0,32,0,70,0,9,46,0,0,11,0,12,93549
ZCTA5 93550,47894,3545,41,13,52,160,221,419,269,1394,324,730,1326,1175,1871,2318,13901,1970,3215,6729,3449,3453,1088,133,98,93550
ZCTA5 93551,35562,1064,0,0,47,5,93,215,64,158,145,70,388,379,595,1059,7496,839,3051,5671,3288,6857,3267,489,322,93551
ZCTA5 93552,26349,1116,30,32,26,78,169,73,410,1082,125,325,725,455,765,1187,7747,965,1889,4083,1772,2509,687,79,20,93552
ZCTA5 93553,1088,19,0,0,0,14,5,0,0,9,0,0,0,0,24,49,192,17,206,221,66,236,25,0,5,93553
ZCTA5 93554,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,93554
ZCTA5 93555,22452,207,0,0,4,0,35,0,51,263,8,154,251,74,336,585,4004,748,1734,4222,2993,4623,1893,62,205,93555
ZCTA5 93558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93558
ZCTA5 93560,13136,485,23,11,0,77,106,28,84,250,7,189,57,113,346,369,3394,532,1409,2112,1397,1469,534,68,76,93560
ZCTA5 93561,22100,288,0,0,0,0,0,0,46,521,50,115,49,25,196,582,5087,511,2012,4115,2027,4095,1747,384,250,93561
ZCTA5 93562,1130,12,0,0,0,0,0,0,0,0,12,11,11,10,62,49,366,47,113,142,150,109,33,0,3,93562
ZCTA5 93563,109,0,0,0,0,0,0,0,0,16,8,0,0,0,10,0,7,0,0,37,0,31,0,0,0,93563
ZCTA5 93581,3009,34,0,0,37,24,26,48,44,51,37,58,191,162,391,125,431,397,232,523,138,36,11,0,13,93581
ZCTA5 93591,4132,384,0,0,0,0,73,7,0,112,0,111,152,125,120,204,1334,139,265,348,214,348,69,119,8,93591
ZCTA5 93601,1196,13,0,0,0,0,0,0,0,0,0,0,0,0,8,3,249,0,108,328,213,211,56,7,0,93601
ZCTA5 93602,2593,30,0,0,0,0,0,0,0,0,0,0,13,2,16,35,727,108,180,762,224,241,189,16,50,93602
ZCTA5 93603,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,59,53,6,0,0,6,93603
ZCTA5 93604,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,80,30,63,110,92,85,10,93604
ZCTA5 93605,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,0,15,6,0,0,93605
ZCTA5 93606,504,44,0,0,0,0,13,0,0,79,12,0,32,48,0,21,76,15,35,63,17,0,49,0,0,93606
ZCTA5 93608,464,29,0,0,0,17,27,0,0,0,25,8,80,0,23,0,106,54,16,71,0,5,3,0,0,93608
ZCTA5 93609,2745,182,0,0,46,12,3,21,24,154,7,43,74,56,27,33,878,10,64,453,237,301,96,24,0,93609
ZCTA5 93610,15417,532,0,0,1,19,168,12,49,485,24,304,278,375,1050,707,3148,1014,1176,2483,1244,1693,563,14,78,93610
ZCTA5 93611,31319,623,0,0,0,0,33,91,4,39,0,76,158,183,225,702,5261,1128,2730,4455,3369,7899,2976,976,391,93611
ZCTA5 93612,24085,914,0,28,0,0,72,0,9,244,68,173,174,419,345,541,5678,1290,2197,3742,3200,3384,1224,192,191,93612
ZCTA5 93614,8105,134,0,0,0,0,0,0,8,5,24,1,17,106,64,94,1684,278,660,1993,682,1292,832,82,149,93614
ZCTA5 93615,3135,325,0,0,28,83,68,123,80,340,78,107,77,69,83,122,549,26,208,318,239,171,36,0,5,93615
ZCTA5 93616,1264,52,0,0,19,0,9,0,29,125,9,47,49,27,7,6,420,81,57,134,51,104,12,26,0,93616
ZCTA5 93618,18245,1157,0,35,5,321,253,203,228,951,75,399,595,234,319,591,4377,453,1641,2365,1511,1649,563,274,46,93618
ZCTA5 93619,34331,456,16,17,0,0,3,62,67,180,8,155,133,353,82,325,4424,768,2454,4910,3699,9563,4307,1429,920,93619
ZCTA5 93620,6438,319,0,0,39,0,133,37,113,310,0,251,263,100,171,141,2185,131,284,757,492,571,102,39,0,93620
ZCTA5 93621,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,165,0,5,27,0,32,0,4,29,93621
ZCTA5 93622,4984,445,0,11,3,66,268,136,0,603,0,211,307,315,69,136,1256,184,323,202,211,172,66,0,0,93622
ZCTA5 93623,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,93623
ZCTA5 93624,468,18,0,0,0,0,13,21,102,107,14,0,24,42,39,0,67,3,0,14,4,0,0,0,0,93624
ZCTA5 93625,5142,218,0,0,10,9,104,68,55,179,14,109,180,35,76,193,726,263,310,742,473,934,314,126,4,93625
ZCTA5 93626,2265,31,0,0,0,0,0,0,0,0,0,0,0,0,20,22,444,15,36,430,127,710,296,121,13,93626
ZCTA5 93627,219,5,0,0,0,0,0,0,0,33,0,0,11,0,0,6,68,0,23,37,0,36,0,0,0,93627
ZCTA5 93628,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,26,48,0,0,0,93628
ZCTA5 93630,12366,1193,5,0,81,132,436,39,193,604,85,284,190,495,292,406,2629,261,615,1630,825,1379,421,109,62,93630
ZCTA5 93631,11311,327,0,0,0,36,54,2,46,189,34,108,162,113,260,327,2820,367,652,1986,1564,1560,559,59,86,93631
ZCTA5 93633,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,93633
ZCTA5 93634,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,10,0,0,2,0,0,93634
ZCTA5 93635,29232,1712,0,42,0,160,453,168,277,1276,193,1009,581,605,551,1284,8968,1173,1756,3759,1602,2494,900,199,70,93635
ZCTA5 93636,10100,185,0,53,0,0,0,51,15,49,12,120,82,42,58,231,2000,223,448,1753,870,2723,874,242,69,93636
ZCTA5 93637,26186,1998,0,0,148,388,297,323,111,1314,169,332,816,451,541,1058,5463,957,2032,3616,2442,2367,889,254,220,93637
ZCTA5 93638,29370,2951,8,22,277,205,573,224,190,3084,330,490,1305,1047,721,1411,6171,1352,1914,3151,1562,1727,549,89,17,93638
ZCTA5 93640,8402,701,0,0,0,303,250,321,233,1115,57,323,386,462,211,436,1807,415,228,490,264,327,73,0,0,93640
ZCTA5 93641,401,0,0,0,0,0,0,1,0,2,0,5,1,0,8,1,46,20,95,167,17,22,0,0,16,93641
ZCTA5 93643,2381,12,0,0,0,0,0,0,0,0,0,0,0,86,58,46,341,140,202,524,404,370,153,45,0,93643
ZCTA5 93644,5621,182,0,0,0,0,0,0,8,67,11,0,151,19,64,76,1036,207,774,993,496,963,356,140,78,93644
ZCTA5 93645,439,0,0,0,0,0,0,0,0,0,0,29,0,63,0,16,6,0,12,164,143,0,6,0,0,93645
ZCTA5 93646,5429,942,0,0,82,36,61,143,186,514,98,44,122,168,65,234,874,137,204,606,278,480,155,0,0,93646
ZCTA5 93647,6747,798,0,0,129,80,440,119,268,698,70,70,235,72,213,201,1561,103,154,556,648,250,52,11,19,93647
ZCTA5 93648,8155,762,0,108,31,74,256,137,270,786,170,216,303,124,61,289,2136,175,444,896,415,420,60,22,0,93648
ZCTA5 93650,1936,65,0,0,0,0,0,0,0,46,0,8,106,90,64,146,629,91,127,251,49,214,49,0,1,93650
ZCTA5 93651,923,7,0,0,0,0,0,0,0,0,0,15,0,0,11,0,106,7,103,177,73,356,42,15,11,93651
ZCTA5 93652,144,19,0,0,0,0,0,5,8,3,0,3,0,0,3,3,52,0,13,19,1,15,0,0,0,93652
ZCTA5 93653,932,48,0,0,0,0,0,20,0,8,0,0,0,0,20,9,188,22,117,185,72,155,7,78,3,93653
ZCTA5 93654,19300,1460,0,28,49,72,250,165,178,927,131,250,564,216,494,789,3552,383,1269,2963,2282,1966,946,281,85,93654
ZCTA5 93656,4096,516,0,0,0,307,82,78,33,281,0,90,46,61,23,119,1356,72,109,415,173,290,42,3,0,93656
ZCTA5 93657,22773,1360,0,39,90,152,326,53,161,689,76,374,233,471,437,532,5064,1060,1695,3950,2223,2494,1009,215,70,93657
ZCTA5 93660,2124,126,0,19,94,28,73,49,26,378,0,58,124,40,56,117,464,0,27,374,43,28,0,0,0,93660
ZCTA5 93662,18591,1749,0,16,114,170,258,115,163,793,217,399,393,341,247,360,4381,520,1269,3151,1822,1391,623,48,51,93662
ZCTA5 93664,331,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,14,22,42,53,91,60,21,2,93664
ZCTA5 93665,114,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,93665
ZCTA5 93666,338,27,0,0,12,8,10,0,0,62,0,42,10,14,6,24,66,6,9,26,5,5,6,0,0,93666
ZCTA5 93667,1571,15,0,0,0,0,19,0,0,0,0,1,1,0,42,48,453,72,159,247,150,232,102,0,30,93667
ZCTA5 93668,559,10,0,0,0,0,39,21,18,34,24,0,1,0,0,11,260,10,11,43,20,57,0,0,0,93668
ZCTA5 93669,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,52,107,0,0,0,0,93669
ZCTA5 93670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93670
ZCTA5 93673,229,16,0,0,0,4,3,4,0,25,4,6,9,6,5,3,73,1,11,24,17,16,2,0,0,93673
ZCTA5 93675,2421,33,0,0,0,0,0,0,0,49,0,6,16,36,37,43,421,157,189,602,169,512,88,11,52,93675
ZCTA5 93701,6270,773,0,0,0,107,89,69,13,488,152,28,120,610,242,287,1277,186,394,788,209,319,48,20,51,93701
ZCTA5 93702,25687,2790,0,0,21,88,475,400,298,1979,242,728,984,1332,814,938,5056,886,1026,3437,1863,1823,335,144,28,93702
ZCTA5 93703,19502,1162,36,0,80,85,281,195,80,731,111,335,552,450,612,755,5140,814,1366,3389,1485,1384,383,61,15,93703
ZCTA5 93704,19956,241,0,0,13,0,22,55,0,88,63,353,167,234,354,511,3388,451,1430,3554,2013,4196,1713,757,353,93704
ZCTA5 93705,23685,1296,0,0,0,25,47,59,17,180,77,61,346,1713,571,1361,5319,781,1361,5042,1769,2663,757,162,78,93705
ZCTA5 93706,23172,1640,21,95,111,165,392,280,144,1274,145,556,956,1354,627,1102,4718,854,1681,3540,1333,1461,636,13,74,93706
ZCTA5 93710,20004,261,0,0,47,14,55,31,28,123,30,49,210,389,342,436,4113,386,1995,3749,1726,4213,1161,291,355,93710
ZCTA5 93711,28474,448,0,0,0,0,66,21,39,212,79,97,78,99,199,928,3931,631,1679,4126,2883,7973,2653,1633,699,93711
ZCTA5 93720,33751,434,0,0,123,37,19,54,0,78,0,78,93,79,155,821,4459,388,1647,5634,3262,10182,3742,1574,892,93720
ZCTA5 93721,5676,141,0,0,8,14,0,9,15,186,17,58,200,202,534,426,1227,429,341,697,431,587,65,49,40,93721
ZCTA5 93722,53964,2014,0,0,3,33,236,78,198,607,8,545,328,1941,758,1921,11234,1895,4132,10184,4928,9104,2854,727,236,93722
ZCTA5 93723,9018,498,0,8,0,104,0,0,36,103,79,28,58,236,44,388,1493,160,992,1368,882,1580,721,171,69,93723
ZCTA5 93725,15397,1283,0,2,56,57,131,151,102,690,31,184,231,281,616,787,3454,579,1184,2304,1286,1568,360,38,22,93725
ZCTA5 93726,27466,1743,0,38,16,57,73,129,44,653,14,115,939,619,728,1129,6067,1162,2337,4149,2819,3454,1095,61,25,93726
ZCTA5 93727,52099,3065,0,36,24,106,198,161,141,731,162,325,418,788,586,1486,12094,1971,3864,7473,5382,8471,3576,757,284,93727
ZCTA5 93728,11660,597,0,0,0,0,37,0,2,169,130,105,161,630,151,430,2800,584,643,1731,1087,1632,598,94,79,93728
ZCTA5 93730,9617,48,53,0,0,0,7,0,0,0,15,39,27,37,36,75,851,164,540,1109,779,3315,984,1043,495,93730
ZCTA5 93737,4763,65,0,0,0,0,81,0,15,12,28,0,0,27,5,189,798,335,318,420,396,1222,615,136,101,93737
ZCTA5 93740,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,0,0,0,93740
ZCTA5 93741,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,93741
ZCTA5 93901,20045,945,0,0,0,29,62,151,34,949,70,301,657,136,248,355,3434,613,1154,3090,1976,3775,1375,427,264,93901
ZCTA5 93905,35226,3257,19,28,341,628,1068,663,556,5368,548,765,3521,429,766,1593,6832,1060,932,2556,1706,1787,564,153,86,93905
ZCTA5 93906,40020,2556,9,27,133,206,315,142,372,3034,514,772,1671,482,885,1375,8969,1873,2171,4854,2344,5770,1094,329,123,93906
ZCTA5 93907,16258,485,26,4,0,70,19,131,98,1192,19,299,535,265,267,471,3277,703,1205,1906,1485,2624,942,112,123,93907
ZCTA5 93908,8423,56,0,0,0,0,100,0,0,129,61,18,133,55,23,121,889,113,263,895,908,2549,1221,590,299,93908
ZCTA5 93920,960,0,0,0,0,0,63,0,0,2,0,0,0,34,30,0,141,21,41,187,30,331,62,6,12,93920
ZCTA5 93921,2244,4,0,0,0,3,0,0,0,0,0,0,0,0,0,39,122,0,88,242,142,1028,374,63,139,93921
ZCTA5 93923,10172,55,0,0,0,0,1,0,113,40,0,1,0,38,35,200,645,105,363,1091,888,3556,1845,828,368,93923
ZCTA5 93924,4799,47,0,0,0,0,31,0,0,0,0,47,13,0,16,56,463,98,215,590,410,1742,580,320,171,93924
ZCTA5 93925,734,0,0,0,0,11,20,43,20,170,0,18,68,0,24,11,148,5,10,107,24,29,26,0,0,93925
ZCTA5 93926,4931,354,0,0,0,27,75,63,29,495,103,45,447,151,68,98,1203,211,392,570,120,269,173,18,20,93926
ZCTA5 93927,11922,999,20,10,35,98,635,134,106,1563,192,277,987,224,326,333,2592,570,361,920,582,871,70,17,0,93927
ZCTA5 93928,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,14,103,100,117,18,0,0,93928
ZCTA5 93930,10051,616,0,0,66,59,192,110,330,1328,59,77,917,92,137,258,2397,230,312,820,664,983,217,138,49,93930
ZCTA5 93932,353,0,0,0,0,0,0,0,0,42,0,0,0,0,0,5,37,25,49,136,13,46,0,0,0,93932
ZCTA5 93933,18234,343,23,0,0,71,79,2,79,115,0,60,167,105,170,630,2941,312,1116,2377,1733,4230,2583,388,710,93933
ZCTA5 93940,24006,283,0,0,0,22,1,33,0,169,10,110,314,76,73,462,2731,381,1245,3172,2149,5961,4872,1000,942,93940
ZCTA5 93943,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,93943
ZCTA5 93944,705,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,74,16,6,148,70,334,24,0,0,93944
ZCTA5 93950,11867,117,0,0,10,10,8,28,0,36,17,0,18,67,78,196,1086,181,318,1673,946,3324,2219,955,580,93950
ZCTA5 93953,3025,12,0,0,0,0,0,0,0,0,0,0,0,8,0,9,229,16,123,284,181,926,655,440,142,93953
ZCTA5 93954,96,10,0,0,0,0,0,0,0,8,0,0,0,4,0,3,37,4,8,6,11,5,0,0,0,93954
ZCTA5 93955,20967,711,0,15,0,48,193,69,106,798,83,204,619,285,220,480,3683,902,1232,2955,2156,3908,1530,411,359,93955
ZCTA5 93960,17685,710,5,16,57,358,210,43,287,1457,204,623,1115,528,1138,536,2874,1628,1089,2067,1513,849,309,42,27,93960
ZCTA5 93962,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,34,0,45,41,20,10,93962
ZCTA5 94002,19369,449,0,0,0,0,2,19,7,79,2,21,22,14,49,251,1429,94,549,1714,1235,6719,4489,767,1458,94002
ZCTA5 94005,3376,99,0,0,0,0,0,0,63,0,21,0,0,90,12,80,413,0,221,424,246,924,550,91,142,94005
ZCTA5 94010,30880,532,26,0,0,16,17,14,5,289,12,34,16,59,78,217,2552,222,886,2999,1526,10797,6009,2804,1770,94010
ZCTA5 94014,35199,1615,21,18,0,54,87,272,175,371,120,340,223,504,225,1393,6561,1304,2454,4582,2410,9322,2157,498,493,94014
ZCTA5 94015,48028,1459,29,11,27,39,169,155,76,430,116,277,442,91,231,958,8190,1161,3850,6418,4042,15310,3005,1093,449,94015
ZCTA5 94018,2957,0,0,0,0,0,0,0,0,0,0,0,0,65,0,173,399,57,257,114,232,868,465,225,102,94018
ZCTA5 94019,10332,349,0,0,0,31,0,16,5,168,9,66,138,26,7,75,1292,209,521,1036,919,2723,1946,525,271,94019
ZCTA5 94020,1413,60,0,0,0,0,0,0,0,0,0,24,0,0,57,0,29,0,15,130,55,193,580,123,147,94020
ZCTA5 94021,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,24,14,94,75,0,0,94021
ZCTA5 94022,14443,9,0,0,0,0,0,13,0,0,0,3,0,6,12,77,419,20,97,686,338,4743,5044,1208,1768,94022
ZCTA5 94024,15953,21,14,0,0,0,0,0,0,0,0,32,10,54,0,31,452,74,238,694,520,4989,5528,1629,1667,94024
ZCTA5 94025,28298,867,10,8,0,25,8,0,141,113,27,61,68,107,143,279,1955,334,602,1669,1131,8193,6736,2036,3785,94025
ZCTA5 94027,4624,33,0,0,0,0,0,0,0,0,0,0,0,10,6,15,205,3,95,242,169,1431,1455,622,338,94027
ZCTA5 94028,5122,0,0,0,0,0,50,0,0,56,0,0,0,0,94,60,137,3,61,320,97,1700,1501,602,441,94028
ZCTA5 94030,16852,391,30,105,0,0,0,21,25,85,14,40,67,43,35,221,2489,250,922,1870,1366,5233,2273,583,789,94030
ZCTA5 94037,2021,0,0,0,0,0,0,0,0,0,0,38,0,12,0,56,180,0,155,146,82,472,658,122,100,94037
ZCTA5 94038,2042,203,0,0,0,0,0,66,0,124,0,92,0,0,0,0,118,27,87,244,119,595,185,79,103,94038
ZCTA5 94040,26135,254,45,0,0,0,33,0,21,83,94,75,204,21,53,239,1515,209,631,1338,857,7973,7851,1805,2834,94040
ZCTA5 94041,11608,190,0,0,0,0,10,27,0,169,13,65,26,0,59,58,696,105,231,649,527,3548,3468,460,1307,94041
ZCTA5 94043,24629,641,0,0,42,46,45,3,95,51,0,80,25,34,58,244,2100,153,1054,1436,1021,7157,7153,1085,2106,94043
ZCTA5 94044,28237,431,0,0,0,19,0,16,28,112,11,29,75,47,70,460,4247,438,1619,3921,2920,8484,3460,963,887,94044
ZCTA5 94060,1082,50,0,0,0,0,0,26,0,146,0,0,0,16,22,17,219,0,26,103,88,238,61,60,10,94060
ZCTA5 94061,26504,1009,32,0,83,106,35,3,160,329,43,152,307,284,150,791,3692,452,1313,2725,1361,6863,3753,1175,1686,94061
ZCTA5 94062,18854,264,0,0,0,0,0,1,102,43,0,11,19,20,6,129,1653,243,779,1466,1291,6267,4261,1048,1251,94062
ZCTA5 94063,23939,1399,11,30,56,161,237,219,104,990,254,295,629,290,267,1351,4100,606,1078,2273,1255,4409,2421,743,761,94063
ZCTA5 94065,8426,26,0,0,0,0,0,0,0,17,0,24,0,0,0,78,405,74,187,468,217,3286,2445,313,886,94065
ZCTA5 94066,32179,978,1,0,0,56,53,15,39,327,88,138,204,153,275,699,5707,1166,1916,3480,2474,9695,3019,994,702,94066
ZCTA5 94070,21422,79,0,0,0,0,17,0,13,112,0,41,0,90,9,271,1341,135,959,2198,1052,7015,4560,1388,2142,94070
ZCTA5 94074,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,20,0,50,0,0,0,94074
ZCTA5 94080,48681,2057,71,67,0,111,200,125,408,873,146,418,609,341,252,1108,8277,1254,2603,5555,4336,13720,3918,1214,1018,94080
ZCTA5 94085,18217,458,34,20,0,32,0,0,114,167,17,75,202,67,45,341,1450,160,545,1827,871,4244,5943,283,1322,94085
ZCTA5 94086,37434,836,19,0,51,0,14,134,73,282,0,208,143,180,134,501,3867,566,796,2512,1604,11146,11176,898,2294,94086
ZCTA5 94087,40675,271,0,0,0,0,6,43,15,42,14,29,77,32,171,281,2554,162,1053,2365,1945,14119,13185,1375,2936,94087
ZCTA5 94089,18034,386,0,0,0,16,6,3,25,99,69,129,29,50,154,265,2362,271,842,1631,1314,5008,4217,228,930,94089
ZCTA5 94102,30758,1545,0,0,0,89,90,212,128,584,129,591,856,386,457,1010,4188,1168,1599,3233,2082,7588,3379,784,660,94102
ZCTA5 94103,29723,1447,41,0,20,180,22,34,162,173,0,131,313,201,423,524,3566,864,1192,2926,1404,10251,4241,929,679,94103
ZCTA5 94104,481,19,0,0,0,0,0,0,0,91,0,0,35,0,0,37,37,0,0,36,0,215,0,11,0,94104
ZCTA5 94105,12049,95,0,0,0,37,0,0,0,236,0,0,0,12,11,37,246,60,105,637,438,4396,4036,1134,569,94105
ZCTA5 94107,25237,504,0,32,139,11,84,0,110,336,29,64,96,56,31,277,1096,209,564,1463,675,9278,6632,1569,1982,94107
ZCTA5 94108,9704,713,0,208,11,38,84,14,151,398,42,163,284,26,29,293,1305,147,260,577,366,3023,1055,369,148,94108
ZCTA5 94109,46705,1854,0,0,12,57,85,82,159,550,25,526,425,217,156,745,3476,557,1779,4308,1878,17361,8577,2170,1706,94109
ZCTA5 94110,53047,2193,9,23,88,134,243,129,224,481,81,492,672,243,443,785,5040,974,1680,4108,2283,18214,9787,2400,2321,94110
ZCTA5 94111,3655,59,0,13,0,0,6,25,14,43,0,72,200,7,7,60,485,0,61,239,28,1024,899,328,85,94111
ZCTA5 94112,60175,3812,63,62,59,76,355,29,597,1112,206,641,834,384,463,2399,10219,1168,3121,7364,5159,15878,4120,1198,856,94112
ZCTA5 94114,28222,231,0,0,0,47,0,11,38,71,0,19,6,87,10,74,1288,200,520,1746,870,11355,7346,2255,2048,94114
ZCTA5 94115,26978,382,8,0,0,23,37,34,69,106,0,22,19,95,143,212,1825,252,758,1773,1203,11825,5483,1634,1075,94115
ZCTA5 94116,34325,1125,12,0,0,44,28,58,129,333,80,266,483,30,82,836,4336,670,1212,2555,2443,11920,4725,1989,969,94116
ZCTA5 94117,30738,464,0,0,0,17,0,0,9,34,20,26,118,65,79,173,1680,238,741,1922,882,13771,6418,2153,1928,94117
ZCTA5 94118,29399,693,78,72,2,28,39,0,46,100,0,59,197,80,65,369,1353,358,631,2156,1458,12724,6163,1803,925,94118
ZCTA5 94121,33400,1103,8,21,19,9,13,10,134,162,91,287,195,50,183,554,2179,319,866,3453,2161,12942,5965,1815,861,94121
ZCTA5 94122,44576,1598,15,0,8,13,99,125,152,358,101,272,470,134,199,1146,3856,633,1257,3904,2552,17040,6401,2501,1742,94122
ZCTA5 94123,19054,32,15,0,0,0,0,0,14,8,107,9,38,64,5,287,619,96,257,1113,395,9499,4379,1714,403,94123
ZCTA5 94124,24035,1924,0,63,0,151,62,46,184,230,150,552,223,183,554,1052,5164,851,1159,3518,1775,4235,1307,297,355,94124
ZCTA5 94127,15812,276,8,0,0,11,27,2,5,121,0,47,103,30,18,250,850,251,559,1405,945,5694,3103,1425,682,94127
ZCTA5 94128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94128
ZCTA5 94129,2538,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,69,82,24,110,94,1203,759,118,68,94129
ZCTA5 94130,1689,25,0,0,0,0,0,0,0,8,0,0,52,33,90,27,294,48,30,317,185,480,92,8,0,94130
ZCTA5 94131,22413,87,0,0,0,0,23,21,22,101,0,47,46,0,117,153,1089,274,500,1600,1160,8282,5644,1827,1420,94131
ZCTA5 94132,19088,409,41,0,0,0,152,0,23,219,15,40,111,28,133,385,1975,179,598,2443,1272,6895,2649,911,610,94132
ZCTA5 94133,20135,1644,69,20,15,149,130,0,262,364,122,103,339,205,68,439,2047,244,748,1391,745,6445,2829,873,884,94133
ZCTA5 94134,29310,2666,8,69,19,212,114,72,137,433,149,319,393,408,310,1135,5178,688,1238,3291,2727,7231,1607,490,416,94134
ZCTA5 94158,8678,78,0,0,0,0,0,57,47,0,90,0,28,0,0,95,578,34,120,432,260,2646,2509,576,1128,94158
ZCTA5 94188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94188
ZCTA5 94301,12865,42,0,10,0,0,65,0,21,50,0,118,30,1,34,108,329,281,249,569,433,3938,3776,1111,1700,94301
ZCTA5 94303,32532,1075,12,82,55,54,228,146,58,848,145,242,595,289,372,812,4542,707,1719,2992,1544,6654,5538,870,2953,94303
ZCTA5 94304,3888,45,0,0,0,0,0,0,0,2,0,0,0,0,2,5,299,4,85,207,45,743,819,444,1188,94304
ZCTA5 94305,6626,47,0,0,0,0,0,0,0,0,0,0,0,51,15,0,52,8,102,168,77,2243,2182,416,1265,94305
ZCTA5 94306,19449,221,0,0,0,59,37,0,18,98,0,91,75,0,36,201,956,111,271,875,660,5200,5261,1669,3610,94306
ZCTA5 94401,25216,1586,0,0,0,77,165,34,142,491,145,145,161,190,75,528,3313,504,1426,2490,2081,6994,3200,678,791,94401
ZCTA5 94402,18512,357,0,11,0,35,0,0,11,77,3,22,42,33,22,146,1672,311,688,1278,1097,6036,4419,1273,979,94402
ZCTA5 94403,32266,609,0,16,0,0,91,57,33,570,9,25,138,218,128,509,3352,358,1630,2717,2267,10692,5924,1253,1670,94403
ZCTA5 94404,26556,512,8,0,0,0,11,0,0,38,16,43,10,62,68,235,1649,201,831,1748,1399,8987,7652,973,2113,94404
